	er-cv	name	indicator	leukocyty	weight	ssn	relationship	etytr	smoker	erytrocyty	trombocyty	hemoglobin	ast	alp	alt	hematokrit	hbver
6320	70.03538	Michael Daniel	1.00000	7.90668	103.46318	367-72-7912	nop	6.66027	no	6.08164	6.56347	5.54125	41.32506	78.87706	13.90179	7.29037	6.90818
6321	28.36463	Laura Nguyen	1.00000	7.78625	100.87452	301-33-2398	single	5.84715	no	6.02571	6.10386	5.37398	72.38251	73.25094	11.31969	4.19778	8.29389
6322	39.36235	Paul Perez	1.00000	5.00167	-51.67082	349-99-2395	separated	6.52889	no	6.40099	5.20201	4.76465	61.35105	54.84741	8.16080	6.92520	6.47585
6323	46.95912	Tammy Buck	0.00000	5.76240	111.91195	843-36-1808	widowed	4.19109	Y	7.46704	7.91882	5.29620	57.44475	71.60011	17.49215	9.11350	6.60028
6324	52.12920	Matthew Foster	1.00000	7.88210	4.74949	603-90-5141	divoced	5.30740	Y	6.94119	6.86994	4.67724	50.84147	50.48754	11.95322	5.00545	7.53489
6325	58.76816	Christopher Kelly	1.00000	6.72620	102.84445	708-97-7689	divoced	6.39032	N	5.23914	5.35481	4.63994	31.36028	50.12341	8.03617	3.18052	7.72378
6326	61.48272	Jesus Martin	0.00000	7.30267	3.17185	117-40-7661	separated	5.91728	no	4.81525	6.67025	9.10393	50.41093	15.30883	7.20266	6.56910	6.96889
6327	45.98388	Kelly Wilson DVM	1.00000	6.49319	72.79307	240-59-7183	married	9.58301	no	4.46783	5.68325	4.22690	37.24136	33.87605	4.81610	3.86364	7.00493
6328	31.65050	Benjamin Abbott	1.00000	5.00750	63.79005	018-53-1339	divoced	6.09405	no	6.34946	6.62745	5.00263	74.80116	55.50905	11.03747	8.75434	7.41471
6329	49.90168	Michael Rivera	1.00000	5.64023	112.26617	540-65-7592	divoced	5.66809	no	5.77787	7.34881	4.56897	65.98292	43.99236	9.98909	5.01371	7.70477
6330	82.59611	Michael Barber	1.00000	4.96495	19.54388	650-66-2708	married	4.17278	no	6.65761	6.55372	6.03742	32.33309	87.69255	11.63715	7.63351	9.08369
6331	50.62844	Nicholas Oconnor	0.00000	7.98107	83.93228	240-91-0726	widowed	5.52642	no	5.23421	7.02114	5.97468	27.20106	88.81154	4.65857	7.12166	8.21567
6332	28.37721	Kelsey Walker	1.00000	6.80476	98.65854	561-75-0225	separated	5.54454	no	6.02874	7.75243	5.39657	29.62683	79.75865	5.88258	4.92798	7.24778
6333	57.08190	Amanda Meyer	1.00000	4.90753	74.25664	321-25-3688	divoced	6.26235	no	5.94019	7.89073	6.43730	62.09066	85.24510	10.49002	8.80165	8.81675
6334	38.73073	Luke Wall	1.00000	4.35497	20.74244	652-51-0360	divoced	5.02903	no	6.79043	6.44260	5.43364	19.40252	78.17305	15.32978	8.39212	5.93310
6335	44.36244	Christine Chen	0.00000	7.29477	72.33741	143-42-5666	nop	5.00225	N	7.94105	4.50250	5.55146	55.29346	78.83878	21.57521	7.80114	5.37969
6336	28.57605	Dr. Gregory Campos MD	1.00000	7.65612	21.34915	129-63-2044	divoced	7.55784	no	5.11270	5.26185	6.19787	42.09444	90.56701	5.07053	8.55527	6.89682
6337	52.46377	Joseph Patel	1.00000	8.70565	37.21565	016-29-1872	nop	7.89466	no	6.56914	6.60802	4.01555	60.65191	28.34074	14.02251	4.33474	8.09125
6338	38.84362	Melanie Elliott	0.00000	7.06142	68.82605	251-28-4498	married	5.67067	no	6.97466	4.30863	5.67194	56.74996	82.82970	12.05470	7.75258	6.85856
6339	65.96643	Barbara White	1.00000	6.71116	39.12537	200-49-3019	divoced	4.64529	yes	7.55051	6.42397		47.04435	62.98558	15.53260	5.41920	6.42149
6340	32.45772	Patrick Swanson	1.00000	5.29225	28.92579	398-10-2829	divoced	5.96985	yes	7.47729	6.39314	3.00066	26.78289	14.82065	20.84110	8.33986	5.37374
6341	31.28698	Rachel Martin	0.00000	8.96007	53.16630	083-86-0865	single	6.04497	Y	4.27679	7.46363	2.63127	35.34536	15.85366	7.79214	6.02469	8.65424
6342	44.41563	Robert Vazquez	0.00000	7.80286	62.13208	642-86-8994	separated	6.96051	no	7.38702	6.08508	5.59633	42.85503	78.66652	18.83384	7.20343	5.84023
6343	48.40556	Lisa Young	0.00000	9.52604	141.47368	485-44-5959	nop	6.48613	yes	4.81617	5.92372	10.12797	20.54747	18.78942	4.89189	6.39387	9.04295
6344	64.97368	Jeffrey Robinson	0.00000	7.76107	82.50381	416-04-2167	married	6.69298	no	7.55688	6.50918	8.63026	48.54427	20.58668	16.60388	6.17424	7.85543
6345	51.13480	Anthony Duncan	1.00000	8.88345	102.80854	194-87-8067	nop	6.96381	yes	7.17750	5.07467	3.23565	34.19699	10.70603	12.16131	3.02835	8.38305
6346	38.44203	Sarah Fox	0.00000	8.77654	114.38684	868-07-2895	divoced	5.11634	Y	6.80438	5.72472	4.26702	82.66533	32.74565	12.77791	6.43274	6.81105
6347	79.16188	Steven Brown	0.00000	6.17683	122.70988	676-98-0856	married	4.80855	yes	4.32588	4.96758	6.42735	47.41167	97.45342	8.86391	8.59564	6.28632
6348	47.02063	Jackson Hayes	1.00000	7.60147	75.28757	658-97-4231	single	5.95754	no	6.45954	6.62010	4.16759	68.81321	37.27622	9.13273	2.69877	8.17910
6349	59.74978	Michele Burns	1.00000	9.61934	89.92101	404-91-5836	married	6.64617	no	5.73100	6.10839	6.05715	65.42112	83.23847	6.98994	6.80277	8.75941
6350	21.30919	Stephanie Bird	1.00000	4.76236	83.84289	819-05-7526	widowed	8.00447	no	5.59315	4.61238	7.87105	43.25356	53.26037	10.46945	9.71174	8.91587
6351	44.34280	Amanda Meyer	1.00000	4.53956	13.87991	321-25-3688	single	3.92062	no	5.93227	5.38877	7.18068	41.91904	75.08842	11.11102	4.99274	7.42801
6352	57.99313	Virginia Clark	1.00000	5.39190	116.81335	154-29-5686	widowed	4.19912	Y	6.15480	4.89752	4.98661	62.76928	63.00562	10.04860	6.54924	10.09241
6353	62.54931	Joanne Perez	0.00000	5.24366	113.91241	418-99-9406	married	5.85091	Y	6.28500	5.81274	4.89850	63.88766	59.49087	7.67799	9.34293	8.59694
6354	47.83217	Patricia Miller	1.00000	7.49033	85.30768	437-05-2519	married	6.62825	no	5.45152	7.33149	6.19152	57.18494	81.66291		5.45825	8.32540
6355	43.28407	Christopher Holden	1.00000	5.48597	34.22834	736-20-4447	divoced	5.07679	no	7.08797	6.87478	3.29538	56.50610	11.17001	11.10784	2.03522	5.85030
6356	51.40264	Tim Jensen	1.00000	9.10460	138.68219	331-34-6251	separated	5.30406	no	5.19478	6.48551	6.36572	30.52624	81.63396	4.72525	7.83407	8.16748
6357	46.11100	Peter Kelly	1.00000	7.48695	80.03730	014-37-1200	nop	7.46623	Y	6.68390	5.36939	5.17647	52.87050	67.45866	10.87011	5.43843	7.74877
6358	55.60115	Sarah Cruz	1.00000	4.70030	146.80026	634-07-7242	divoced	6.50152	Y	6.98913	7.04046	7.36973	40.90135	78.75959	12.87876	7.18583	9.29147
6359	37.82886	Rachel Morgan	0.00000	9.11462	62.95629	128-84-8918	single	5.31321	no	6.84876	6.98993	5.57989	48.96583	81.35884	15.45045	5.48214	8.35084
6360	61.77476	Charles Smith	0.00000	5.62131	0.25512	018-55-6351	separated	6.96358	Y	6.47408	7.84181	4.85871	39.52738	60.02171	14.23643	8.72062	10.18875
6361	45.65511	Anna Pierce	0.00000	7.26944	28.27325	737-56-6360	single	4.30749	no	5.64883	5.79583	5.79235	63.06967	91.69111	10.94893	8.84675	7.58400
6362	38.32054	Jeremy Huff	1.00000	5.52734	99.33672	003-21-0507	divoced	6.01770	Y	7.19577	7.00028	5.65504	48.11113	82.45296	15.62038	7.21852	8.38391
6363	52.56953	Jessica Garza	1.00000	9.26074	113.71546	791-46-0670	nop	5.58766	no	6.55363	6.62013	4.29125	28.71277	37.43642	10.49480	6.06710	7.71389
6364	52.77326	Michael Bowen	1.00000	4.49374	51.46224	492-11-8458	married	6.39138	N	6.45500	6.41857	6.14994	39.57187	83.41334	11.30390	7.28113	7.62587
6365	72.06386	Paul Arnold	0.00000	5.95970	30.13786	487-26-6905	single	5.87823	Y	7.89869	6.66502	5.92500	55.56691	92.98693	23.37978	8.24602	9.96741
6366	42.77281	Rebecca Miller	1.00000	8.10007	86.04633	581-21-6127	married	7.85355	Y	6.80780	6.35471	4.00222	50.36488	17.92439	12.15521	4.22964	8.07926
6367	40.66049	Mary Nelson	1.00000	5.52816	41.41526	218-06-8710	divoced	5.62006	no	5.50008	6.00701	4.39631	36.35125	34.02710	11.23302	7.16867	8.11667
6368	47.49758	Michael Mack	1.00000	10.44544	81.88993	810-33-0465	separated	6.98819	Y	6.38998	8.81302	4.31350	48.77336	33.66247	10.60342	6.92505	8.04728
6369	24.56012	Clayton Vasquez	1.00000	7.56176	12.12950	853-80-4580	single	5.45969	Y	5.68123	7.23448	3.90364	50.54487	14.48653	8.33867	7.80164	5.12386
6370	42.45206	Ashlee Gonzalez	1.00000	7.12440	36.34356	758-97-2600	married	6.03088	yes	5.77765	5.07382	3.84824	57.50143	21.23775	8.87241	3.82212	6.79391
6371	54.74293	Lori Lynch	1.00000	6.85072	46.49591	717-85-3988	separated	6.86022	no	4.19888	7.00090	5.24614	55.45505	69.21527	8.89659	3.84562	7.84235
6372	43.35378	Debra Holt	0.00000	8.14518	54.49025	317-14-8272	divoced	7.69296	Y	6.13000	5.64794	10.48746	55.04808	30.14418	11.56082	7.10525	7.67792
6373	29.86368	Jessica Dean	0.00000	6.84021	73.64549	866-66-9340	divoced	7.72982	N	6.95385	6.83219	7.08045	30.74392	80.71359	13.38698	7.34678	6.99002
6374	45.41607	Nathan Rodriguez	0.00000	9.15836	112.56799	478-18-4673	widowed	5.93761	no	5.91912	6.88684	10.92289	37.49874	43.83744	11.10025	5.94509	8.80598
6375	47.83513	Tammy Davis	1.00000	5.46082	60.27661	568-15-5169	divoced	4.13263	no	8.16182	5.63138	4.41252	41.08107	37.20118	28.87415	7.14844	7.53410
6376	53.91204	Jeffrey Wilson	1.00000	4.66827	76.35031	726-50-3048	single	5.55913	no	7.10979	4.81232	4.55277	36.00260	46.05883	10.77765	3.70069	5.72826
6377	53.62352	Timothy Perez	1.00000	6.24886	46.11511	752-37-5620	divoced	6.39804	yes	6.44665	7.73976	5.65449	47.12363	77.41048	10.28944	9.73186	6.44258
6378	47.86002	Bryan Walters	1.00000	8.18678	55.10966	880-12-3929	divoced	6.89214	yes	4.82302	5.83471	2.05342	47.69736	41.58940	6.61379	2.12533	7.33137
6379	51.14512	Rita Johnson	1.00000	5.45211	98.74065	423-13-7548	married	6.48350	no	8.23911	6.03750	4.22237	72.14609	33.96720	23.70209	5.86189	6.54513
6380	47.52170	Brian Alexander	1.00000	8.83575	76.51601	462-61-1150	single	5.68947	yes	7.23975	6.15539	4.82728	23.25737	53.40025	17.45525	5.91503	8.08910
6381	46.64709	Vincent Scott	1.00000	5.00213	97.95073	345-39-5545	divoced	4.72756	no	6.49377	5.94504	4.24422	44.34288	29.01615	9.60547	6.53516	6.53213
6382	66.37442	Brandon Smith	1.00000	9.04327	70.61074	253-04-1932	married	6.41609	Y	6.10437	6.54916	6.09558	43.68138	91.29735	4.21284	6.29927	8.81898
6383	33.03385	Joseph Williams	1.00000	5.51130	109.20398	494-38-9020	widowed	7.70695	no	6.11510		2.89828	45.97863	15.25340	11.41972	6.05948	6.00658
6384	49.74763	Stephanie Friedman	1.00000	5.14499	104.91423	881-22-1089	nop	5.36121	yes	6.04992	6.46396	4.45185	39.76986	36.98388	8.86206	5.38654	7.06558
6385	76.87610	Peter Forbes	1.00000	5.06151	89.98707	855-47-4177	married	7.78713	no	7.90813	5.52938	4.06529	68.82648	29.65669	21.54518	8.23173	6.15889
6386	42.46827	Bethany Ramirez	1.00000	6.69289	89.47544	510-07-1262	single	7.16351	no	4.37438	7.58472	6.47854	61.99672	82.36193	9.55266	6.23304	7.59751
6387	44.20532	Gina Barnes	0.00000	7.46196	54.24479	124-99-3082	single	8.67791	Y	5.53645	5.31006	7.57114	54.06718	61.35057	8.55784	8.30849	7.56180
6388	44.47880	Carol Sullivan	1.00000	6.86368	87.37521	586-61-6229	divoced	6.00952	no	5.59412	6.22745	6.12936	68.45803	84.43307	8.87839	5.01375	7.65838
6389	31.16558	Debbie Reeves	1.00000	9.43060	67.52942	081-40-8757	married	5.83400	yes	7.14944	6.91466	5.36120	50.49625	66.91973	14.72012	6.37877	8.51346
6390	34.43961	Joshua Watson	1.00000	4.25132	37.87119	359-51-7129	married	5.42847	no	5.03813	6.46984	5.73494	33.04986	77.75415	9.78042	8.58186	6.63403
6391	54.16577	Julia Jackson	0.00000	4.79361	3.22203	850-15-9110	widowed	5.73251	Y	7.08029	8.09593	2.83777	51.24222	12.64376	12.04788	10.06934	
6392	48.23517	Kaitlyn Morris	0.00000	6.37938	73.69023	181-49-5335	married	5.98148	N	5.36424	6.10136	5.17041	32.01153	57.78103	7.34434	6.99879	7.20165
6393	36.69604	Jason Maldonado	1.00000	8.57527	94.36140	629-34-4534	single	5.35872	no	5.93425	5.82754	3.84910	59.58723	18.04444	7.56867	2.87844	8.57269
6394	32.83385	Melinda Ruiz	0.00000	6.33099	39.40695	214-64-9329	married	8.54489	no	4.28960	4.72279	4.21953	36.38219	32.13256	3.63956	8.17313	7.07981
6395	66.43003	Steven Fox	1.00000	6.00700	69.04768	793-79-7969	single	6.84885	no	8.23006	7.12472	5.21689	61.73485	67.02898	26.38258	4.89761	6.97219
6396	27.81485	Dr. Dorothy Lee	0.00000	5.99189	53.89761	241-86-1930	single	5.58944	no	6.77611	8.85377	4.49008	42.34048	53.13741	12.25023	8.95452	6.97333
6397	53.22948	Phillip Cannon	1.00000	4.94363	63.90653	191-64-4842	widowed	6.15239	no	5.88650	4.09830	4.23523	43.00492	29.71123	9.63173	5.45591	6.06135
6398	39.32714	Brooke Cohen	1.00000	5.22362	115.33576	259-40-9045	divoced	6.01541	Y	5.88918	8.06578	4.94685	49.82236	59.32791	7.40206	8.31319	6.52495
6399	66.93538	Jamie Kim	1.00000	9.15418	166.51751	141-91-4890	married	6.93795	no	7.41307	6.68926	3.68023	54.27617	17.57015	15.62077	5.26098	7.44807
6400	54.57028	Rachel Bond	1.00000	6.45777	56.52982	503-42-8736	divoced	4.82089	no	6.75358	5.22010	6.47765	56.04442	93.29070	12.84743	6.30992	7.47214
6401	34.83405	Christina Maldonado	1.00000	7.46649	14.93285	432-85-6849	divoced	5.65549	Y	4.32763	5.48140	2.87207	61.17856	14.16993	12.04860	2.85696	6.92239
6402	67.14569	Jennifer Wallace	1.00000	5.90739	65.89708	660-54-1981	married	6.78186	Y	7.11837	5.16524	3.97810	59.44948	27.56897	15.74984	2.81387	7.01256
6403	53.21054	Tara Cooper	0.00000	4.12930	-1.60468	803-04-1811	divoced	5.08004	no	7.28668	4.96594	4.06357	39.86977	31.96970	12.15523	10.77815	7.50691
6404	51.26494	Shawn Rodriguez	0.00000	5.88774	84.29682	422-45-1399	married	6.97549	no	7.69571	4.61901	3.96036	44.14766	23.06472	21.01206	8.68608	9.50727
6405	51.59117	Wendy Harvey	1.00000	5.40961	-13.16918	812-40-1170	single	6.01751	yes	5.01154	5.31119	4.49427	45.65727	48.10306	2.67583	2.73376	6.91407
6406	66.55039	Bianca Grimes	0.00000	5.94404	128.19827	784-83-0806	separated	6.70110	Y	6.35424	5.40817	6.85909	53.16405	83.48029	9.51140	8.55251	7.53368
6407	50.46127	Jennifer Berg	1.00000	8.17411	127.55436	050-32-5529	divoced	6.80701	no	3.89763	6.27853	2.64126	65.72416	8.78077	8.75414	2.40870	7.69334
6408	41.44522	Victoria Rivera	0.00000	8.55636	128.94984	889-47-2479	divoced	6.33982	no	5.80018	6.33820	7.55214	44.95094	58.22264	11.41335	6.99133	8.33768
6409	48.15046	Phillip Robinson	0.00000	8.28137	77.34560	608-71-0118	married	6.82793	yes	6.44711	6.55571	3.79015	44.17578	22.51961	12.37731	6.68695	7.65770
6410	40.19091	Charles Fisher	1.00000	7.16035	104.26096	166-33-4947	divoced	7.91630	Y	7.24289	7.10766	5.86744	63.59509	79.23180	16.00323	5.50951	7.52117
6411	36.99028	Megan Smith	1.00000	8.05174	76.39402	791-79-4384	nop	9.00410	no	7.32195	7.08426	3.45633	38.12853	13.66255	17.79193	3.85902	7.17471
6412	42.81153	Christopher Fitzpatrick	0.00000	7.57325	60.75535	406-68-2339	single	4.84483	no	5.99185	5.65394	6.75448	44.40627	88.50943	15.43263	7.26982	7.87471
6413	61.84575	Brandon Wagner	0.00000	8.59201	99.64417	433-39-5031	single	6.13864	no	5.63641	4.38025	9.49775	34.49035	9.57885	8.00981	6.84434	7.78750
6414	39.24722	John Colon	0.00000	8.34959	53.05349	049-93-2975	divoced	4.16389	no	6.43924	6.16734	5.94754	44.36923	93.03556	9.27592	6.28879	8.78136
6415	30.69083	Justin Kelly	1.00000	6.46255	73.34687	546-60-0889	divoced	6.21308	no	6.72318	4.20320	5.37554	38.75198	76.55599	10.95371	6.02795	6.50961
6416	46.23166	Lydia Barnes	0.00000	6.66391	76.53211	207-47-3965	divoced	6.63198	yes	7.00623	5.50044	7.28250	48.61814	66.71445	11.00602	6.83838	6.99653
6417	51.89306	Jason Guzman	1.00000	4.90899	111.40383	835-64-0601	married	4.26913	no	6.40479	4.75427	3.60908	57.32040	12.31004	7.31061	5.55985	4.14513
6418	74.05338	Brian Flores	1.00000	5.28812	66.78249	786-27-6283	married	6.16628	Y	4.66769	5.29431	6.44584	68.38879	89.92809	11.37868	7.91660	9.40667
6419	41.38885	John Chavez	0.00000	8.69865	74.97151	034-58-3859	single	5.88336	no	5.16359	6.92486	7.04163	47.62496	77.98516	7.49744	5.94089	6.84791
6420	41.86218	Lance Hayes	0.00000	5.37741	88.18773	406-64-8495	widowed	6.97670	no	8.13135	6.61368	2.80169	32.88975	13.52917	20.22325	9.38449	9.39655
6421	58.61693	Michelle Kelly	1.00000	6.14828	104.12032	023-05-5732	single	5.50835	Y	5.79938	5.64607	5.43580	44.59596	82.44831	6.95033	4.43023	6.87202
6422	62.76369	Micheal Haley	0.00000	5.23043	118.00198	282-99-5941	married	6.66769	no	6.88914	6.61989	5.77818	48.82159	80.12000	12.67060	7.83166	8.08224
6423	66.20635	Dave James	1.00000	8.42233	143.42724	116-68-1952	nop	5.55335	Y	5.90662	5.60818	4.75047	59.84187	51.30900	11.28305	3.99574	8.38236
6424	54.74931	Jennifer Chang	0.00000	7.12362	100.02198	624-51-8108	nop	5.85794	Y	6.41468	8.05430	7.61231	53.19825	66.89957	11.04811	7.75160	6.98206
6425	33.36263	Bradley Coleman	0.00000	7.23368	112.18886	839-03-1857	married	5.53340	no	7.56231	5.67463	5.19371	52.95217	62.90873	18.00395	7.57873	7.37588
6426	53.66716	Elizabeth Williams	1.00000	5.04962	54.90571	442-37-4882	divoced	3.91761	no	5.58425	6.22679	4.47439	24.86816	40.90702	6.64969	6.96962	9.27961
6427	39.50326	Ashley Mccormick	1.00000	6.13074	63.57920	241-30-2551	married	6.61607	Y	5.77073	6.25417	5.50033	39.64517	79.17242	10.80121	4.17346	7.28855
6428	50.54850	Michael Vargas	1.00000	4.44693	53.83770	173-11-8662	married	7.19365	Y	6.41644	5.53531	5.42192	41.07441	73.88174	6.22575	8.00572	7.79419
6429	36.19790	Christopher Turner	1.00000	4.85212	94.25897	233-83-0679	married	6.40419	no	6.00546	5.87157	5.90879	22.55370	90.97815	11.88898	5.50177	6.17241
6430	63.26114	Kimberly Johnson	0.00000	7.12667	34.55482	470-24-2986	separated	5.79794	no	6.77653	7.35045	4.39298	42.95078	35.14845	16.80003	7.86384	6.97158
6431	47.97425	Robin Harding	1.00000	6.70167	87.11946	683-62-9380	divoced	5.37563	no	3.62349	7.76865	5.39166	48.82118	76.19442	4.41097	4.84857	7.52303
6432	37.14781	Austin Downs	0.00000	5.28640	31.17320	089-84-9047	single	6.46716	no	9.13398	5.46985	5.09818	22.63827	67.76919	51.40420	9.19882	9.06517
6433	49.55133	April Morris	0.00000	8.34732	63.92266	894-04-5725	divoced	6.77651	Y	5.98391	5.54620	7.06176	40.48656	83.98128	9.61930	8.14549	8.11183
6434	40.80711	Sean Jones	0.00000	8.01965	142.23960	502-71-3263	separated	8.58757	Y	6.50436	6.43608	9.69654	59.00207	10.80851	14.00967	7.53022	7.30468
6435	39.62063	Shannon Brandt	1.00000	10.23551	36.92593	885-30-8632	single	5.84267	no		5.90931	3.64606	55.77756	19.18685	5.32937	3.97035	8.34304
6436	63.49896	Dennis Daniels	1.00000	4.65817	112.62270	355-95-9923	single	7.41629	Y	5.71049	5.07774	6.33487	47.23216	92.55508	9.21117	9.42913	10.65541
6437	62.85393	Tricia Clark	1.00000	5.52509	76.31628	763-75-3930	married	6.45831	no	6.26270	5.58459	5.37393	30.90965	64.21795	11.84917	7.33972	9.13281
6438	58.92154	Christopher Roberts	0.00000	5.96376	114.56200	795-38-0688	divoced	5.76777	yes	7.05727	6.04049	5.52123	37.85064	76.10715	11.86883	6.37723	6.43885
6439	71.58812	Courtney Castro	1.00000	7.65430	34.40901	211-18-9139	divoced	4.92593	no	4.96957	4.44890	5.01055	60.72903	62.59092	6.36442	4.31534	8.19369
6440	43.48578	Julie Acosta	0.00000	7.70912	72.71894	874-12-0589	divoced	7.20137	no	6.91472	8.01775	6.95643	49.70579	81.41570	11.54885	7.00654	6.34462
6441	59.63340	Eric Harper	0.00000	9.25002	102.04287	003-35-5240	divoced	6.07564	no	6.45676	6.06431	5.89831	39.41515	91.14177	7.48073	5.45397	7.50263
6442	71.80719	Jay Henry	1.00000	4.75934	77.89527	403-65-8315	single	5.89037	Y	8.38888	5.22346	5.52453	85.47448	82.21189	27.52717	7.17556	7.46769
6443	28.81093	Stephanie Davidson	1.00000	6.78609	8.06478	103-81-2173	single	6.30077	N	5.31164	7.79946	1.48301	41.65468	60.57503	14.21727	0.45252	6.62250
6444	77.04512	Maria Davis	1.00000	4.96566	63.40973	537-89-8725	divoced	4.93801	Y	5.26473	5.31665	5.57082	42.04116	78.43389	9.04039	7.49472	8.05196
6445	33.36591	Tyler Phillips	1.00000	7.09551	97.69730	158-63-5827	married	3.61302	no	5.98984	7.88427	4.08257	33.62117	26.74618	6.41622	3.71301	7.07824
6446	47.38134	Brian Carrillo	1.00000	7.97000	61.87340	470-39-5849	widowed	6.10579	yes	5.99007	5.55318	5.11299	56.78484	67.05097	12.37692	5.72079	7.70630
6447	48.00707	Julia Edwards	0.00000	7.03255	39.70740	758-56-8072	married	7.07332	Y	8.12797	5.52394	4.94916	27.94968	68.54516	17.47449	7.90106	6.72647
6448	51.55230	Xavier Dean	0.00000	6.34423	98.06747	082-75-1005	widowed	5.22207	no	6.03323	5.47251	6.00818	34.34630	86.01926	10.58644	8.99614	6.40646
6449	52.79580	Peter Forbes	1.00000	8.66310	38.77523	855-47-4177	married	5.71091	N	5.99029	6.66245	3.66253	39.33726	18.17015	9.12635	4.47833	7.49708
6450	62.21343	Mark Li	0.00000	7.99266	79.63613	294-29-0272	married	6.35331	yes	5.96239	6.34787	9.45902	22.31276	11.11003	9.45630	8.17278	7.14885
6451	58.16808	Dustin Campbell DDS	1.00000	5.38978	41.80766	852-89-9100	divoced	4.67492	yes	4.42992	6.21382	3.05609	67.08341	11.89569	9.23476	8.07211	7.02239
6452	45.50256	Anthony Morris	1.00000	10.44541	45.47181	566-87-0590	separated	4.80319	no	7.13912	4.90047	4.58224	31.05502	43.57001	13.65894	6.32365	8.51597
6453	46.47659	Glen Lewis	0.00000	7.90165	86.88800	719-30-0683	nop	8.17018	no	6.27639	6.54715	7.97720	41.73941	47.83030	9.83649	6.29931	7.91584
6454	43.34288	Bradley Holloway	1.00000	6.43766	107.12390	645-91-8976	separated	6.13303	no	8.14576	6.44236	5.00352	39.31120	58.16517	21.17711	3.40604	7.29047
6455	30.24700	Ryan Morris	0.00000	8.20882	63.16963	414-61-4818	married	4.46626	no	5.65681	6.31416	6.71389	61.51692	90.78838	5.10105	8.71088	8.10451
6456	60.31300	Kimberly Farley	0.00000	6.99244	94.06510	870-40-3636	single	5.92263	no	4.68645	6.99649	6.95280	45.55275	82.67977	9.72860	8.19970	6.78632
6457	74.55447	Debra Morrison	1.00000	5.32526	104.37147	859-91-3977	widowed	5.77885	no		6.29541	3.41513	50.83537	20.49615	18.19883	6.46863	6.18702
6458	15.29236	Julie Acosta	1.00000	11.09938	113.74329	874-12-0589	married	8.59146	yes	5.36232	5.21364	3.82854	74.33159	16.30663	10.89483	5.08922	9.34236
6459	34.01188	Marissa Campbell	1.00000	6.17320	97.80294	851-60-2892	nop	6.21952	N	4.96984	7.92698	5.54054	66.07852	85.32570	11.22279	5.88518	6.68323
6460	41.33261	Rachel Morgan	0.00000	8.00367	45.27738	128-84-8918	married	6.01316	no	6.19875	6.64690	3.69810	58.09979	19.62156	7.77024	7.28291	5.86929
6461	42.17676	Melissa Nguyen	0.00000	7.99901	-39.28480	793-09-1759	widowed	7.42365	yes	5.71857	6.15133	1.81768	34.68560	47.02534	13.37495	7.06284	8.76760
6462	69.39301	Jennifer Johnson	0.00000	8.10215	44.07261	559-67-2215	widowed	4.82905	no	6.79370	6.09002	8.94044	44.22843	14.91298	8.92995	6.30412	8.29647
6463	74.14633	Kimberly Martinez	0.00000	9.04971	56.83149	276-02-7350	divoced	6.28214	yes	6.13733	6.10565	7.07410	29.93190	81.27257	5.72386	7.76699	8.89315
6464	40.65639	Laura Townsend	1.00000	4.75087	86.68905	695-41-0704	divoced	4.72616	no	5.51867	6.50582	6.64956	61.16783	82.80616	6.01483	5.97432	8.15945
6465	37.60342	Joseph Patel	0.00000	4.14411	35.20016	016-29-1872	divoced	6.37960	no	7.20127	5.44582	4.34187	56.21211	41.64523	14.40126	10.53266	8.49639
6466	53.65535	John Hudson DDS	1.00000	8.57879	45.25581	139-20-7912	separated	6.55971	no	6.45717	5.04321	3.55998	41.94428	10.46669	14.28082	3.75329	7.32488
6467	57.08979	Jacqueline Pearson	1.00000	5.93139	19.89567	835-52-3804	divoced	4.62890	no	4.90023	6.50864	6.44372	34.53721	91.02002	9.31545	6.78192	6.46116
6468	54.03951	Kristin Burch	1.00000	5.42316	42.72797	702-79-4528	nop	7.81666	Y		8.69261	3.70909	56.34794	25.82279	7.38407	7.91143	8.12048
6469	67.28080	David Mcmillan	0.00000	5.38986	45.66622	547-31-5143	married	7.79867	yes	8.35325	6.78239	6.20400	62.86018	90.67951	28.03728	9.30558	6.95756
6470	51.65046	Dennis Miller	0.00000	6.54553	52.15891	789-08-4744	married	7.39049	no	4.89651	6.11063	4.33419	33.16277	35.49264	4.37781	8.15539	8.62849
6471	62.53375	Rachel Hamilton	1.00000	4.96916	71.52602	058-20-9530	separated	6.56616	no	6.70916	5.19588	5.68443	14.87878	81.43475	11.60960	6.84039	7.43724
6472	51.30728	Taylor Rose	1.00000	7.78188	52.33332	342-44-1134	nop	5.07593	Y	5.70160	6.73720	5.53091	45.51470	77.61973	8.05355	6.45665	7.55343
6473	50.18982	Shelia Brooks	0.00000	6.97639	101.80192	534-92-4025	nop	6.15967	Y	5.15102	6.09295	4.64102	47.45491	53.73775	8.34791	8.39843	4.47253
6474	66.92207	Melissa Werner	1.00000	5.60401	75.10008	727-43-3183	divoced	8.95053	no	7.13470	8.36332	7.40849	35.07536	63.86663	11.81166	6.35195	7.42169
6475	36.71617	Kathryn Hayes	1.00000	4.89722	105.95197	011-67-0733	single	8.47297	no	6.95546	6.48125	4.42210	46.46677	43.41568	10.08157	7.03806	6.23891
